,0,1,2,3
0,3045.2441268805023,2401.5280999342394,2769.739597906284,3260.0
1,3299.1175956165216,2401.5280999342394,2769.739597906284,3328.0
2,3190.4241837333875,2401.5280999342394,2769.739597906284,3379.0
3,3118.8080360387703,2401.5280999342394,2769.739597906284,3311.0
4,2980.2098814579895,2401.5280999342394,2769.739597906284,3228.0
5,2851.8884065950715,2401.5280999342394,2769.739597906284,3277.0
6,2842.610687059928,2401.5280999342394,2769.739597906284,3253.0
7,2770.80651037353,2401.5280999342394,2769.739597906284,3363.0
8,2778.669459261837,2401.5280999342394,2769.739597906284,3346.0
9,2701.1091775829614,2401.5280999342394,2769.739597906284,3271.0
10,2607.2064527885605,2401.5280999342394,2769.739597906284,3354.0
11,2586.7835591302846,2401.5280999342394,2769.739597906284,3357.0
12,2535.1845625687147,2401.5280999342394,2769.739597906284,3470.0
13,2546.5873081556383,2401.5280999342394,2769.739597906284,3483.0
14,2491.1523430084467,2401.5280999342394,2769.739597906284,3577.0
15,2521.6485009458265,2401.5280999342394,2769.739597906284,3581.0
16,2460.148089055598,2401.5280999342394,2769.739597906284,3682.0
17,2500.5752403902125,2401.5280999342394,2769.739597906284,3681.0
18,2435.1353031997123,2401.5280999342394,2769.739597906284,3767.0
19,2458.7540690872174,2401.5280999342394,2769.739597906284,3750.0
20,2430.484202503385,2401.5280999342394,2769.739597906284,5033.0
21,2934.929740585073,2401.5280999342394,2769.739597906284,5252.0
22,2992.6044783491043,2401.5280999342394,2769.739597906284,5594.0
23,3280.7673668026437,2401.5280999342394,2769.739597906284,5709.0
24,3223.010967113266,2401.5280999342394,2769.739597906284,5799.0
25,3208.5291403086803,2401.5280999342394,2769.739597906284,5887.0
26,3228.670915327574,2401.5280999342394,2769.739597906284,5831.0
27,3058.8910750381046,2401.5280999342394,2769.739597906284,5878.0
28,3067.180013097556,2401.5280999342394,2769.739597906284,5877.0
29,2994.780088038574,2401.5280999342394,2769.739597906284,5703.0
30,2793.106520744359,2401.5280999342394,2769.739597906284,5439.0
31,2632.5580233514456,2401.5280999342394,2769.739597906284,5181.0
32,2537.5534705750465,2401.5280999342394,2769.739597906284,4937.0
33,2472.297658809707,2401.5280999342394,2769.739597906284,4755.0
34,2440.900502476303,2401.5280999342394,2769.739597906284,4414.0
35,2464.6980494078134,2401.5280999342394,2769.739597906284,4207.0
36,2546.473067570984,2401.5280999342394,2769.739597906284,3985.0
37,2726.0763747040755,2401.5280999342394,2769.739597906284,3814.0
38,2865.833680872197,2401.5280999342394,2769.739597906284,3667.0
39,2986.5413511641273,2401.5280999342394,2769.739597906284,3421.0
40,3224.900763381874,2401.5280999342394,2769.739597906284,3294.0
41,3305.8853954439287,2401.5280999342394,2769.739597906284,3192.0
42,3355.92409464524,2401.5280999342394,2769.739597906284,3149.0
43,3350.3387479571247,2401.5280999342394,2769.739597906284,3099.0
44,3361.3066547312064,2401.5280999342394,2769.739597906284,3127.0
45,3287.9644484937226,2401.5280999342394,2769.739597906284,3103.0
46,3280.3086983246853,2401.5280999342394,2769.739597906284,3127.0
47,3219.986373009873,2401.5280999342394,2769.739597906284,3211.0
48,3089.4276662223674,2401.5280999342394,2769.739597906284,3184.0
49,3089.6394767001957,2401.5280999342394,2769.739597906284,3178.0
50,3059.6160225572667,2401.5280999342394,2769.739597906284,3123.0
51,3057.7612079137807,2401.5280999342394,2769.739597906284,3107.0
52,2999.0177953340076,2401.5280999342394,2769.739597906284,3036.0
53,2987.439547303283,2401.5280999342394,2769.739597906284,2904.0
54,3036.281406920738,2401.5280999342394,2769.739597906284,2786.0
55,3053.3755419819536,2401.5280999342394,2769.739597906284,2694.0
56,3028.8052547779025,2401.5280999342394,2769.739597906284,2591.0
57,3014.6930878872886,2401.5280999342394,2769.739597906284,2643.0
58,2839.12950122087,2401.5280999342394,2769.739597906284,3057.0
59,2532.1570004990654,2401.5280999342394,2769.739597906284,2254.0
60,2733.0185531090206,2401.5280999342394,2769.739597906284,2093.0
61,2859.15081729527,2401.5280999342394,2769.739597906284,1906.0
62,2996.952621024877,2401.5280999342394,2769.739597906284,1816.0
63,3052.396179142371,2401.5280999342394,2769.739597906284,1728.0
64,3091.95456759913,2401.5280999342394,2769.739597906284,1504.0
65,3229.56493817525,2401.5280999342394,2769.739597906284,1656.0
66,3064.580046152104,2401.5280999342394,2769.739597906284,1554.0
67,3046.646348133899,2401.5280999342394,2769.739597906284,1587.0
68,2965.6278357052024,2401.5280999342394,2769.739597906284,1510.0
69,2955.249918620275,2401.5280999342394,2769.739597906284,1556.0
70,2865.66879118053,2401.5280999342394,2769.739597906284,1489.0
71,2842.398624885733,2401.5280999342394,2769.739597906284,1299.0
72,2933.9643448828565,2401.5280999342394,2769.739597906284,1504.0
73,2740.6376930417823,2401.5280999342394,2769.739597906284,1335.0
74,2766.095076729832,2401.5280999342394,2769.739597906284,1500.0
75,2607.8983041849638,2401.5280999342394,2769.739597906284,1274.0
76,2679.4061085476005,2401.5280999342394,2769.739597906284,1419.0
77,2545.3229079810253,2401.5280999342394,2769.739597906284,1439.0
78,2442.7399654068763,2401.5280999342394,2769.739597906284,1331.0
79,2435.4813554251814,2401.5280999342394,2769.739597906284,1342.0
80,2432.8436424254037,2401.5280999342394,2769.739597906284,2759.0
81,3248.311039945582,2401.5280999342394,2769.739597906284,2787.0
82,3163.3936552435,2401.5280999342394,2769.739597906284,2502.0
83,2750.6913047469443,2401.5280999342394,2769.739597906284,2282.0
84,2523.8463083796705,2401.5280999342394,2769.739597906284,1934.0
85,2954.5669611755284,2401.5280999342394,2769.739597906284,2825.0
86,3188.242322051745,2401.5280999342394,2769.739597906284,2637.0
87,2803.925191946284,2401.5280999342394,2769.739597906284,2240.0
88,2485.638255442979,2401.5280999342394,2769.739597906284,1974.0
89,4200.001800187852,2401.5280999342394,2769.739597906284,4033.0
90,4634.657260945506,2401.5280999342394,2769.739597906284,3939.0
91,4001.886001866329,2401.5280999342394,2769.739597906284,3462.0
92,3414.204457300733,2401.5280999342394,2769.739597906284,3142.0
93,3182.0565798726802,2401.5280999342394,2769.739597906284,2934.0
94,3047.1466313959963,2401.5280999342394,2769.739597906284,2710.0
95,2893.596561327443,2401.5280999342394,2769.739597906284,2415.0
96,2713.8504657257918,2401.5280999342394,2769.739597906284,2346.0
97,2660.595593978734,2401.5280999342394,2769.739597906284,2123.0
98,2562.5500584204988,2401.5280999342394,2769.739597906284,2114.0
99,2533.912715266818,2401.5280999342394,2769.739597906284,2018.0
100,2490.4012549452464,2401.5280999342394,2769.739597906284,1997.0
101,2463.627413999558,2401.5280999342394,2769.739597906284,1867.0
102,2424.001464339419,2401.5280999342394,2769.739597906284,1817.0
103,2407.221441524372,2401.5280999342394,2769.739597906284,2282.0
104,2422.9039796986813,2401.5280999342394,2769.739597906284,2289.0
105,2594.7917160323295,2401.5280999342394,2769.739597906284,2149.0
106,2564.0330392322935,2401.5280999342394,2769.739597906284,1868.0
107,2697.113577335319,2401.5280999342394,2769.739597906284,2679.0
108,2886.3126245907183,2401.5280999342394,2769.739597906284,2471.0
109,2564.790764261587,2401.5280999342394,2769.739597906284,2301.0
